sat	hs.perc	hs.size	gpa
1050	96.774194	.31	4
910	48.0	.25	2.6
970	91.304348	.23	2.81
1090	94.444445	2.52	3.33
750	98.122066	2.13	2.91
1200	98.305085	.59	3.02
960	92.783505	.97	2.75
940	91.752578	.97	2.57
880	67.44186	.86	1.93
1110	97.333333	.75	2.7
970	92.0	.75	2.35
1080	94.166667	3.6	3.05
1050	94.366197	3.55	2.2
1060	97.360704	3.41	2.73
930	86.44578	3.32	1.51
1130	79.44444	3.6	2.33
1120	96.470588	3.4	2.82
1150	94.164456	3.77	3.69
1290	94.721407	3.41	3.44
1010	98.055556	3.6	3
880	85.6338	3.55	1.68
950	89.65517	3.77	1.95
740	78.31325	.83	2.16
1060	98.785425	2.47	3.76
960	90.794979	2.39	2.62
850	96.65272	2.39	2.63
1110	91.954023	2.61	2
950	95.1417	2.47	2.14
1440	97.318008	2.61	2.88
1000	95.546559	2.47	2.02
1140	89.12134	2.39	2.4
1080	91.208791	.91	2.26
1000	97.183099	.71	2.2
1000	95.481928	3.32	3
1070	98.355263	3.04	2.47
1130	93.597561	3.28	3
1140	90.662651	3.32	2.69
1000	91.768292	3.28	2.17
1110	97.560976	3.28	2.6
1140	86.34812	2.93	2.24
960	99.3421053	3.04	3.39
1160	96.245734	2.93	3.33
980	86.74699	3.32	2.15
1200	98.976109	2.93	3.45
920	97.865854	3.28	3.64
1130	90.789474	3.04	1.76
890	93.072289	3.32	3.72
910	78.83959	2.93	2.18
1010	87.80488	3.28	2.81
1110	93.674699	3.32	2.33
1010	93.092105	3.04	2.85
1280	98.780488	3.28	4
990	80.0	.1	3.41
1330	96.560197	4.07	2.06
1060	66.4	3.75	2.18
1340	94.877506	4.49	3.22
1040	92.032967	3.64	2.97
1010	93.6	3.75	3.22
810	86.4	3.75	2.27
1170	94.654788	4.49	3
1320	97.866667	3.75	3.47
920	65.86666	3.75	3.56
860	75.73333	3.75	2.21
950	90.615836	3.41	2.75
880	68.15145	4.49	1.93
1200	98.663697	4.49	3.78
920	84.34066	3.64	2.12
970	93.095768	4.49	2.47
840	86.81319	3.64	2.55
1010	95.991091	4.49	2.81
850	84.4098	4.49	2.06
1160	98.901099	3.64	3.45
1060	83.2	3.75	2.11
980	51.00223	4.49	1.86
1300	95.604395	3.64	3.25
1240	96.213809	4.49	2.76
990	82.93333	3.75	3.14
1190	85.44396	6.87	3.29
1230	97.802198	3.64	3.8
1000	81.03448	1.16	1.73
710	44.44444	1.17	1.76
1290	83.33333	1.26	3.06
960	90.0	.1	2.42
1090	95.833333	1.2	2.67
1010	89.16667	1.2	2.23
1190	99.1666667	1.2	3
950	90.0	1.2	2.71
890	92.5	1.2	2.93
1280	97.115385	1.04	3.24
950	88.0	1	2.72
840	86.0	1	2.68
1150	96.666667	1.2	2.84
1080	99.0	1	3.16
1070	97.142857	.35	1.87
1200	99.2248062	1.29	3.52
870	50.0	.34	2.63
960	58.82353	.34	2.17
1140	97.058824	.34	3.66
1200	55.88235	.34	1.94
950	76.0	.25	2.5
1060	70.27027	.37	3.32
900	43.33333	.3	2.21
920	85.47009	2.34	.81
910	91.025641	2.34	1.43
1030	85.98131	2.14	2.45
1110	96.022727	1.76	3.17
970	92.890995	2.11	2.84
1180	96.590909	1.76	2.72
1060	91.477273	1.76	3.01
910	90.340909	1.76	1.86
1150	82.51748	2.86	2.98
1110	75.81227	2.77	2.62
850	46.33333	3	2.07
930	90.613718	2.77	2.44
1130	96.750902	2.77	3.03
1200	86.0	3	3.06
1000	51.35135	2.59	2.31
1050	70.65637	2.59	2.31
1010	29.0	3	1.63
990	78.70036	2.77	2.91
910	77.25632	2.77	2.29
760	47.88733	2.84	2.31
1180	92.0	3	3.06
1040	90.20979	2.86	3.33
1190	95.666667	3	3.42
1070	73.77622	2.86	3
860	72.97297	2.59	2.26
1310	98.841699	2.59	4
1150	84.0	3	2.68
1360	98.069498	2.59	2.57
860	74.0	3	2.91
1100	84.47653	2.77	2.77
1060	84.55598	2.59	2.76
950	86.42384	3.02	2.69
1070	69.66667	3	1.71
1110	89.66667	3	3.17
1260	97.297297	2.59	4
930	79.15058	2.59	2.88
1180	92.418773	2.77	3.55
890	64.0	3	2.27
1140	73.64621	2.77	3.25
1100	72.02797	2.86	2.58
1030	88.41699	2.59	2.97
960	56.0	3	1.7
960	87.00361	2.77	3.17
1160	50.33333	3	2.52
960	74.13127	2.59	2.59
1160	92.657342	2.86	3.52
1010	87.72563	2.77	3.57
1300	84.33333	3	3.36
1080	77.48344	3.02	2.71
1090	97.111913	2.77	3.66
1170	71.66667	3	1.92
1040	38.33333	3	1.46
830	67.66667	3	1.7
1090	96.969697	.66	3.35
790	80.64516	.62	2.28
820	88.70968	.62	3.82
760	80.0	.05	1.8
750	70.0	.2	1.93
930	65.0	.2	.46
880	99.1304348	3.45	2.04
900	91.666667	.12	2.9
780	85.0	.2	1.6
880	95.555555	1.35	3.41
770	99.0196078	1.02	1.85
780	91.428572	1.05	2.23
780	97.142857	1.05	1.6
940	76.0274	2.92	2.64
1140	98.566308	2.79	3.53
790	91.416309	2.33	2.67
1120	90.681004	2.79	2.3
750	88.19444	2.88	2.1
1250	97.849462	2.79	3.71
1020	96.917808	2.92	3.3
1070	99.3055556	2.88	3.34
1190	98.207885	2.79	3.73
1020	96.875	2.88	2.26
900	90.128756	2.33	1.93
940	93.055555	2.88	2.4
1010	96.995708	2.33	2.96
1340	68.75	.16	2.9
980	77.77778	.18	3.35
700	72.22222	.18	2.12
1150	88.88889	.18	3.8
730	65.38462	.26	3.18
880	85.71429	1.05	2.27
740	81.57895	1.14	2.82
880	71.71717	.99	1.44
930	74.60317	.63	1.53
880	71.42857	.07	2.76
1050	92.307693	.39	2.98
970	90.243902	.41	2.71
1310	87.17949	.39	2.98
910	81.56863	2.55	2.45
990	86.11111	2.52	2.39
1080	72.15686	2.55	2.88
1060	67.7116	3.19	1.38
830	41.17647	2.55	2.23
1030	59.12698	2.52	2.66
1130	87.05882	2.55	2.89
1110	92.460318	2.52	3.1
990	95.319149	2.35	3.13
1000	85.53191	2.35	3.16
880	90.212766	2.35	3.09
1080	55.48589	3.19	1.93
910	84.25532	2.35	2.41
1400	99.6031746	2.52	3.8
1070	82.7451	2.55	3.62
900	67.85714	2.52	2.16
830	49.16943	3.01	2.84
970	97.222222	2.52	3.34
1170	89.02821	3.19	3.2
1060	91.063829	2.35	3.35
970	86.27451	2.55	2.98
1270	98.015873	2.52	3.45
1010	74.60815	3.19	2
1050	96.837945	2.53	2.68
1180	82.55319	2.35	2.95
880	61.56863	2.55	3.08
860	66.66667	2.52	2.6
960	93.670886	1.58	1.46
890	94.303797	1.58	1.88
840	29.74683	1.58	1.77
960	65.0	.2	2.78
1040	76.47059	.34	2.55
870	82.35294	.34	1.75
820	63.92405	1.58	1.94
1060	38.70968	.31	2.3
1120	99.3690852	3.17	3.87
1010	70.28302	2.12	1.15
930	81.99052	2.11	2.31
1050	92.924528	2.12	3.58
910	76.41509	2.12	2.35
1150	88.51675	2.09	3.06
1200	91.509434	2.12	3.6
970	80.66038	2.12	2.56
930	83.49057	2.12	2.73
1050	83.0	2	2.06
1250	88.20755	2.12	3
1050	83.49057	2.12	2.5
1160	95.176849	3.11	1.64
1290	89.56522	3.45	3.04
1010	66.17647	3.4	1.81
920	84.05797	3.45	2.44
1030	90.684932	3.65	2.8
830	48.65672	3.35	2.03
1170	86.66667	3.45	2.48
860	66.08696	3.45	1.92
870	91.884058	3.45	3.27
1190	98.73817	3.17	3.72
990	94.520548	3.65	2.83
920	85.08287	1.81	2.11
1230	97.484277	1.59	3.92
940	87.69231	1.95	2.41
910	94.472362	1.99	3.23
950	95.597484	1.59	2.1
1020	91.194968	1.59	3.16
880	79.24528	1.59	2.8
990	65.36585	2.05	1.42
1110	93.081761	1.59	2.62
1100	98.461538	1.95	3.82
1190	99.4011976	1.67	3.33
860	51.28205	1.95	1.15
880	96.407186	1.67	2.53
830	82.75862	.87	1.94
1020	90.804598	.87	.7
850	94.642857	1.12	2.34
1290	98.684211	.76	3.31
740	50.57471	.87	2.61
1180	98.019802	1.01	3.02
1110	99.1735537	1.21	4
910	94.059406	1.01	2.38
770	88.88889	.99	2.92
740	79.79798	.99	2.6
1050	80.80808	.99	2.21
1030	97.849462	.93	3.2
1000	89.24731	.93	2.09
1060	86.74699	3.32	3.14
1020	75.0	3.32	2.42
1030	71.68675	3.32	2.21
960	77.10843	3.32	2.2
1120	83.33333	.3	2.9
1030	95.783133	3.32	3.17
960	91.428572	3.5	3.58
1430	87.22045	3.13	2.42
1100	92.236025	3.22	2.74
1070	71.38554	3.32	2.5
990	91.26506	3.32	1.93
1130	96.805112	3.13	3.34
1170	75.3012	3.32	1.83
1170	70.0	3.5	1.85
1040	95.652174	3.22	2.6
1290	99.2592593	2.7	4
1250	87.03704	2.7	2.63
1260	97.444089	3.13	3.61
1040	87.53894	3.21	3.21
910	76.99681	3.13	1.94
1020	93.610224	3.13	2.51
810	80.43478	3.22	2.52
1010	85.40373	3.22	2.67
990	96.583851	3.22	2.83
1020	89.25926	2.7	2.36
990	94.888179	3.13	3.33
1210	92.01278	3.13	2.73
890	79.23323	3.13	1.62
1170	99.380805	3.23	3.94
1390	99.3610224	3.13	4
1180	94.879518	3.32	3.2
1030	89.45783	3.32	2.92
1020	81.0241	3.32	1.8
940	80.12048	3.32	3.18
1050	81.48148	2.7	2.03
1210	94.444445	3.24	2.87
1170	91.269841	1.26	3.29
1150	85.71429	1.33	1.71
1210	93.650794	1.26	3.16
1050	70.67669	1.33	2.35
1040	67.97386	1.53	2.4
1060	78.87324	1.42	1.52
1060	87.30159	1.26	2.78
830	87.27273	1.65	2.28
810	91.666667	.12	3
800	70.0	.1	2.21
960	50.0	1.64	2.33
820	79.4702	1.51	1.86
940	84.0	3.75	1.66
1020	94.292804	4.03	2.8
1070	98.933333	3.75	2.42
1130	96.774194	4.03	2.51
820	94.186047	4.3	1.72
880	76.26667	3.75	.53
850	85.06667	3.75	.58
840	75.34884	4.3	2.02
790	48.36066	1.22	2.07
1110	87.87879	.66	2.47
1070	85.95041	1.21	2.75
1020	54.91803	1.22	2.43
1080	34.84849	.66	2.43
750	24.24242	.66	.66
920	82.40741	1.08	3.3
940	43.93939	.66	2.15
920	93.243243	.74	3.29
1030	83.60656	1.22	2.75
810	66.66667	.66	3
1110	96.296296	1.08	3.41
950	21.31148	1.22	1.39
1260	85.18519	1.08	3.75
870	54.05405	.74	2.84
1020	78.78788	.66	3.61
860	79.62963	1.08	2
1150	81.81818	.66	2.86
860	68.18182	.66	2.7
820	32.78689	1.22	1.65
890	36.92308	.65	2.77
1310	99.1803279	1.22	4
1400	93.939394	.66	3.96
880	56.55738	1.22	2.35
990	72.22222	1.08	2.66
1010	98.648649	.74	3.55
1080	89.34426	1.22	3.67
1090	69.67213	1.22	3.23
840	55.55556	1.08	3
1160	68.85246	1.22	2
960	70.37037	1.08	2.85
1090	80.32787	1.22	2.55
900	88.37209	.43	2.75
960	76.74419	.43	2.36
950	63.46154	.52	2.41
1010	20.37037	.54	1.89
910	86.04651	.43	2.69
730	54.05405	.37	2.42
1180	97.090909	2.75	3.82
930	83.05085	2.95	2.26
1210	99.58159	2.39	3.49
1320	72.72727	2.31	1.41
950	93.991416	2.33	2.68
1040	88.41202	2.33	2.02
1080	90.128756	2.33	2.87
1270	99.1416309	2.33	3.28
910	95.121951	.82	2.02
1350	98.809524	.84	3.69
800	97.619048	.84	2.19
1110	98.648649	.74	3.17
1080	97.297297	.74	3.82
1230	91.891891	.74	3
1000	93.548387	.62	1.88
1000	77.35849	.53	2.6
1120	95.555555	1.8	3.23
1080	87.77778	1.8	3.15
890	87.43169	1.83	1.93
830	28.82353	1.7	2.38
940	98.907104	1.83	2.69
870	90.0	1.6	1.57
790	81.76471	1.7	1.69
920	74.44444	1.8	1.6
1190	98.125	1.6	3
910	79.44444	1.8	2.72
1070	76.25	1.6	1.96
860	84.32432	1.85	2.57
880	83.125	1.6	2.83
990	91.25683	1.83	1.81
1010	84.07643	1.57	2.34
980	94.83871	1.55	2.34
930	81.29032	1.55	2
1060	95.541401	1.57	2.95
1340	99.3548387	1.55	3.83
860	65.38462	1.56	3.05
940	94.193548	1.55	2.7
1120	76.12903	1.55	2.84
1140	99.3589743	1.56	3.94
940	88.3871	1.55	2.11
930	72.14286	1.4	2.25
890	87.5	1.68	2.72
1150	72.22222	1.62	3.27
1000	81.41026	1.56	2.16
1040	95.151515	1.65	2.89
700	54.83871	1.55	2.36
920	89.25501	6.98	2.66
1040	92.258065	1.55	2.45
1040	89.74359	1.56	2.93
1000	87.67606	2.84	2.75
920	59.31559	2.63	2.78
870	80.76923	2.34	2.23
980	85.34799	2.73	3.07
1090	85.89744	2.34	2.5
1140	86.41115	2.87	2.15
1050	63.03502	2.57	1.95
810	70.42801	2.57	2.31
1050	88.32685	2.57	3.1
890	62.39316	2.34	1.43
850	82.10117	2.57	2.83
1100	87.17949	2.34	3.64
980	87.93774	2.57	2.58
920	80.34188	2.34	1.87
970	82.49027	2.57	2.26
890	85.99222	2.57	2.66
1020	99.5726496	2.34	4
830	52.52918	2.57	2.5
1020	80.34188	2.34	.64
1070	84.61539	2.34	3.14
920	81.19658	2.34	2.31
1030	93.589744	2.34	1.64
880	98.44358	2.57	3.37
1020	97.008547	2.34	3.44
1130	94.444445	2.34	.94
970	89.74359	2.34	2.29
1320	98.717949	2.34	3.85
780	97.66537	2.57	3.47
1130	62.39316	2.34	0
820	36.75214	2.34	2.31
1190	95.719844	2.57	2.74
800	83.65759	2.57	2.61
850	90.09009	2.22	2.79
990	95.045045	2.22	3.72
940	85.13513	2.22	2.6
1170	97.66537	2.57	3.48
960	83.78378	2.22	2.49
760	84.61539	2.34	2.25
1140	98.054475	2.57	2.78
1140	90.990991	2.22	3.12
880	91.025641	2.34	1.94
860	74.31907	2.57	1.79
1020	88.88889	2.34	2.16
1150	91.891891	2.22	2.2
1100	86.38132	2.57	2.78
1050	90.661479	2.57	3
1190	97.095436	2.41	2.41
960	74.16268	2.09	2.34
1140	89.31624	2.34	1.5
1070	87.17949	2.34	2.76
980	91.38756	2.09	2.26
1060	72.64957	2.34	.93
870	88.59649	2.28	2.01
990	95.299145	2.34	2.88
1000	82.47863	2.34	3.05
1140	81.19658	2.34	1.58
1150	85.04274	2.34	1.88
1090	89.31624	2.34	2.42
1200	98.086124	2.09	2.63
1350	98.340249	2.41	3.29
960	79.91453	2.34	1.69
1020	98.755187	2.41	3.47
1010	93.162393	2.34	3.13
1030	90.17094	2.34	3.31
960	87.55981	2.09	2.09
1160	93.301435	2.09	2.72
940	93.360996	2.41	2.5
820	81.5	2	3.11
1000	85.47009	2.34	3.12
1350	86.75214	2.34	3.23
990	91.452991	2.34	2.21
1030	87.60684	2.34	2.41
890	55.5	2	2.53
950	85.29412	2.04	2.55
1150	78.63248	2.34	2.08
1020	98.0	2	2.75
970	94.605809	2.41	2.26
940	65.81197	2.34	2.07
1070	80.31496	1.27	2.6
1090	95.620438	1.37	3.16
1260	97.080292	1.37	4
940	45.45454	1.21	2.91
1080	87.59124	1.37	2.24
1260	85.03937	1.27	4
1040	96.09375	1.28	3.42
1120	92.70073	1.37	2.54
880	46.09375	1.28	2.11
1130	99.2125984	1.27	3.96
1040	86.86131	1.37	2.78
930	94.890511	1.37	3.52
800	93.023256	.86	1.84
690	84.81013	.79	2.57
800	96.268657	1.34	2.18
990	99.1803279	1.22	2.67
1200	93.478261	.46	2.5
790	63.41463	.41	2
1210	97.560976	.41	2.64
1060	48.88889	.45	1.86
1130	82.6087	.46	1.82
1030	60.86956	.23	2.84
810	80.76923	.26	2.34
830	42.85714	.35	2.31
900	80.0	.2	2.5
970	65.21739	.23	2.13
1020	86.36364	.22	3.46
1090	84.61539	.26	2.29
1020	84.9866	3.73	3.23
1070	77.74799	3.73	2.53
980	68.6747	4.15	3
1090	80.42896	3.73	2.22
790	62.40964	4.15	.85
1200	90.884719	3.73	2.89
1230	97.831325	4.15	3.71
1220	99.047619	4.2	3.53
1390	98.659517	3.73	3.5
1030	49.15663	4.15	1.27
970	93.02949	3.73	2.93
1300	99.5180723	4.15	4
910	40.72289	4.15	2.2
860	90.51282	3.9	2.5
1220	93.076923	3.9	2.95
1140	83.37802	3.73	3
1050	82.82051	3.9	1.87
1170	89.74359	3.9	2.33
1060	66.75603	3.73	1.91
910	84.10256	3.9	3.02
1000	91.084337	4.15	3.09
980	60.0	4.15	2.09
1080	80.96386	4.15	2.25
850	82.84182	3.73	2.26
990	84.09639	4.15	1.88
1140	94.615385	3.9	3.03
1310	95.384615	3.9	3.11
840	82.16867	4.15	2.47
1320	98.072289	4.15	2.94
1030	37.17949	3.9	1.69
990	81.44578	4.15	2.81
980	80.96515	3.73	2.35
1010	92.289156	4.15	2
1050	74.45783	4.15	3.3
1050	76.92308	3.9	2.24
1120	80.0	3.9	2.56
810	82.05128	3.9	2.25
1010	87.4359	3.9	2.59
910	81.64384	3.65	2.4
810	85.78554	4.01	2.53
1360	99.0675991	4.29	3.02
1010	99.0384616	4.16	3.16
1070	81.29676	4.01	2.01
1090	99.7596154	4.16	3.85
1190	97.534247	3.65	2.06
1180	99.1780822	3.65	3.56
1200	97.668998	4.29	3.08
1100	97.596154	4.16	3.31
1010	84.85577	4.16	2
1100	89.86301	3.65	2.56
890	91.666667	.6	2.41
820	94.736842	.57	1.98
750	90.740741	.54	1.7
970	30.76923	.26	2.14
820	90.625	.32	2.52
1050	74.19355	.31	2.28
930	80.51948	.77	1.09
990	79.31034	.87	2.55
1050	88.23529	.34	2.98
950	54.28571	.35	2.22
850	77.14286	.35	3.12
1080	85.29412	.34	3.38
970	89.65517	.29	4
910	94.444445	.36	2.91
900	27.5862	.29	.68
870	50.0	.36	2.39
820	74.28572	.35	3.03
940	75.0	.36	2.38
720	84.44444	1.35	2.05
1180	97.727273	.44	3.33
1060	70.58824	.34	2.18
840	93.103448	.29	2.88
1150	97.931035	1.45	3.83
990	76.27119	1.18	1.81
1130	94.482759	1.45	2.16
1130	94.915254	1.18	2.91
1120	86.2069	1.45	2.15
770	91.608392	1.43	1.18
960	91.034483	1.45	2.6
1230	97.902098	1.43	3.38
680	92.0	.25	3.75
1080	86.66667	.15	2.93
1050	96.0	.25	4
780	60.0	.15	2.1
800	76.19048	.21	2.36
910	95.238095	.21	3.06
1070	82.72251	1.91	1.93
920	66.92913	2.54	1.9
890	37.5	2.24	.94
820	84.25197	2.54	2.11
960	89.5288	1.91	3.24
930	64.96063	2.54	1.63
1120	68.72038	2.11	2.22
770	82.7957	2.79	2.31
960	96.335078	1.91	3.52
910	81.15183	1.91	3.69
950	79.05759	1.91	1.97
1050	87.00787	2.54	3.5
880	50.0	2.54	1.93
970	81.04265	2.11	2.18
850	61.02362	2.54	1.85
810	93.782383	1.93	2.87
930	94.186047	1.72	2.42
900	85.77075	2.53	2.5
1320	90.940766	2.87	2.06
1090	97.233202	2.53	3.16
970	89.09953	2.11	2.05
630	34.95935	2.46	2.27
1080	86.38743	1.91	2.65
1180	95.669291	2.54	3.02
1130	94.312796	2.11	3.06
850	81.81818	2.53	2.71
1050	85.34031	1.91	2.67
1010	85.82677	2.54	1.9
970	79.58115	1.91	3.5
1060	88.48168	1.91	3.05
880	59.71564	2.11	2
1020	96.047431	2.53	3.29
1000	83.88626	2.11	2.43
1050	62.20472	2.54	2
1120	94.86166	2.53	2.69
710	49.82578	2.87	2
1060	89.32806	2.53	2.64
1000	81.5331	2.87	2.65
1200	92.146597	1.91	2.18
950	97.156398	2.11	2.86
1060	81.51659	2.11	1.64
1050	93.675889	2.53	2.6
840	75.62724	2.79	2.25
1100	96.850394	2.54	2.85
890	81.02767	2.53	2.41
1070	96.682464	2.11	3.43
1100	98.814229	2.53	3.16
980	96.456693	2.54	3.6
930	85.03937	2.54	2.04
1060	84.18972	2.53	2.56
990	57.06806	1.91	1.71
1130	85.78199	2.11	3.75
840	93.700788	2.54	1.82
880	77.95275	2.54	1.9
1050	77.47036	2.53	2.37
1100	72.51185	2.11	1.23
920	56.02094	1.91	2.56
880	84.29319	1.91	3.31
1080	98.425197	2.54	3.82
1030	94.488189	2.54	2.97
1120	92.094862	2.53	1.88
860	60.66351	2.11	1.33
1000	94.312796	2.11	2.7
1150	97.154472	2.46	3.52
1060	61.53846	2.34	2.03
1020	99.3150685	2.92	3.09
990	90.17094	2.34	3.13
1140	90.625	2.56	3.15
950	94.186047	2.58	2.35
1170	92.1875	2.56	2.8
1290	99.21875	2.56	3.24
1210	90.650407	2.46	2.88
1100	79.6875	2.56	2.62
1010	81.30081	2.46	2.35
1400	99.5934959	2.46	3.74
940	77.34375	2.56	2.29
980	85.9375	2.56	1.83
1060	95.703125	2.56	3.38
1020	89.84375	2.56	2.02
1000	92.307693	2.34	2.96
1070	97.560976	2.46	2.8
1270	99.609375	2.56	3.93
1270	87.6494	2.51	1.87
1030	87.60684	2.34	2.23
1000	71.54472	2.46	1
1020	83.66534	2.51	2.06
1090	92.276423	2.46	3.47
960	93.902439	2.46	2.78
1020	91.312741	5.18	2.67
1220	90.038314	5.22	2.96
1060	84.86708	4.89	3.31
1070	92.02454	4.89	1.62
920	43.15068	5.84	2.04
860	83.97683	5.18	2.19
1020	96.718147	5.18	3.27
1140	93.52518	5.56	2.86
1070	21.47239	4.89	2
1140	98.201439	5.56	3.66
1190	71.37014	4.89	2.44
1050	76.07362	4.89	2.18
930	65.82809	4.77	2.4
1070	81.03448	5.22	1.88
1340	94.549266	4.77	2.95
950	90.613027	5.22	2.38
1040	91.614256	4.77	2.94
890	76.89161	4.89	2.53
1080	91.379311	5.22	2.14
900	95.752896	5.18	2.79
880	84.66258	4.89	2.55
1030	88.41699	5.18	2.76
1270	93.243243	5.18	3.38
780	78.34179	5.91	2
1060	66.40927	5.18	2.11
850	44.2085	5.18	1.05
930	64.57023	4.77	1.72
1180	96.436059	4.77	2.53
880	86.29857	4.89	2.07
960	79.7546	4.89	3.06
1010	95.366796	5.18	2.62
1370	99.6168582	5.22	3.37
1300	97.89272	5.22	3.67
950	89.76834	5.18	2.87
940	80.11583	5.18	2.73
980	81.79959	4.89	2.71
1180	79.3456	4.89	2.17
980	87.93103	5.22	3.05
910	70.34765	4.89	3.07
910	73.79455	4.77	2.35
1220	97.509578	5.22	2.77
1250	85.63218	5.22	2.32
870	75.68134	4.77	2.07
980	93.251534	4.89	3.75
1090	98.951782	4.77	3.07
1110	98.307953	5.91	3.22
950	48.63014	5.84	2.18
1050	59.5092	4.89	1.68
820	75.86207	5.51	2.53
1010	70.0	.1	3.31
1020	54.64632	7.21	2
1180	72.10884	5.88	1.95
1270	98.639456	5.88	2.81
1200	86.90476	5.88	2.53
890	81.65289	6.05	2.65
1300	91.833811	6.98	1.99
1160	89.79592	5.88	1.97
1000	67.85714	5.88	3.23
1170	83.1405	6.05	2.33
1290	91.690544	6.98	2.22
870	81.12245	5.88	2.96
980	87.2449	5.88	3.32
940	72.23231	5.51	2.64
1030	92.979943	6.98	3.35
1130	91.666667	5.88	2.82
1210	96.551724	5.51	3.78
1250	94.736842	5.51	3.29
1020	79.65616	6.98	1.84
1080	76.21777	6.98	2.26
1080	95.272206	6.98	2.86
1160	82.75862	5.51	3.62
1110	99.0082645	6.05	3.22
1100	76.22505	5.51	2.5
1330	90.562613	5.51	2.9
1040	51.17967	5.51	1.5
920	83.66606	5.51	2.84
1170	65.45454	6.05	2.24
910	81.98347	6.05	2.28
1040	86.39456	5.88	3.45
1030	52.45009	5.51	3.26
1060	84.5735	5.51	2.69
810	81.96517	8.04	2.79
980	86.53295	6.98	2.48
1000	86.96275	6.98	1.79
1230	84.02904	5.51	2.94
1060	88.76033	6.05	2.46
1270	83.96694	6.05	1.97
1080	58.18182	6.05	1.35
930	63.43538	5.88	1.83
900	89.2562	6.05	2.85
840	77.93696	6.98	2.06
890	39.13044	6.9	2.02
1030	88.60544	5.88	2.68
1080	79.76191	5.88	2.04
730	54.08348	5.51	2.29
1130	69.50998	5.51	2.07
1160	89.28571	5.88	1.65
960	85.48094	5.51	3.09
1090	78.125	6.4	2.64
1130	97.108844	5.88	3.35
1030	86.75136	5.51	3.2
920	96.363636	1.1	1.94
960	85.71429	.35	3.23
870	87.5	.24	3.33
1040	60.0	.15	2.67
1150	87.5	.24	2.39
1330	99.4056464	6.73	4
820	83.50669	6.73	2.94
1300	98.710602	6.98	3.5
900	61.04101	6.34	2.08
970	60.4101	6.34	2.23
880	95.804196	5.72	3.32
910	81.80516	6.98	2.5
930	82.66476	6.98	1.8
940	91.976226	6.73	2.79
850	84.96504	5.72	2.13
830	84.79021	5.72	2.84
850	66.04585	6.98	2.37
790	85.13986	5.72	2.74
1010	61.67192	6.34	1.71
990	63.28671	5.72	1.99
1150	84.24963	6.73	3.16
870	78.14685	5.72	2.51
960	66.61891	6.98	0
990	86.11987	6.34	2.43
1070	95.988539	6.98	3.14
1060	91.167192	6.34	2.58
850	69.05594	5.72	2.35
790	81.51863	6.98	2.16
1220	98.137536	6.98	3.29
1290	78.49928	6.93	2.77
1070	86.01399	5.72	2.63
980	82.66476	6.98	2.25
950	89.68481	6.98	2.47
930	59.02579	6.98	.73
1050	95.558739	6.98	2.38
850	63.61031	6.98	.4
1030	92.132867	5.72	2.78
1080	84.99257	6.73	3.29
940	80.98068	6.73	2.87
1030	72.55245	5.72	2.06
1130	90.257879	6.98	2.16
810	85.81662	6.98	1.88
1130	93.696275	6.98	1.84
920	69.83655	6.73	2.54
990	89.74763	6.34	2.26
910	86.81948	6.98	1.81
1290	99.0536278	6.34	3.59
1020	91.117478	6.98	2.27
980	85.81662	6.98	2.5
1050	55.94406	5.72	2.23
1220	89.27445	6.34	2.8
1000	94.321766	6.34	1.68
910	68.29653	6.34	1.81
910	83.91608	5.72	2.68
760	87.2214	6.73	3.21
930	87.53582	6.98	1.94
1180	98.216939	6.73	2.85
1090	98.853868	6.98	2.4
1110	90.559441	5.72	2.31
1170	99.2	1.25	2.34
980	97.87234	1.41	2.04
1090	94.134897	6.82	2.6
850	97.236615	5.79	3.25
1120	97.063903	5.79	3.26
950	77.33813	5.56	1.31
1260	80.93525	5.56	2.28
890	88.48921	5.56	2.32
1250	98.201439	5.56	2.38
960	98.100173	5.79	2.35
860	82.9912	6.82	1.96
900	93.705036	5.56	3.2
900	77.1261	6.82	1.97
1110	86.4726	5.84	1.22
1170	91.09589	5.84	2.35
1090	96.027634	5.79	2.66
1220	97.923323	6.26	3.16
1070	83.93782	5.79	2.25
990	78.42466	5.84	1.88
920	93.493151	5.84	2.93
1000	90.753425	5.84	1.63
870	89.58944	6.82	2.26
720	54.10959	5.84	1.38
940	89.21233	5.84	2
1090	94.428153	6.82	2.25
1350	98.287671	5.84	3.58
930	85.19062	6.82	2.15
1090	93.664383	5.84	2.43
1010	55.22388	.67	2.46
1140	73.13433	.67	2.77
1200	93.617021	.47	3.22
1070	94.642857	.56	3.68
1370	98.113208	.53	3.37
1150	92.45283	.53	3
910	20.75471	.53	2.27
1010	65.95745	.47	2.23
920	77.61194	.67	2.75
950	76.78572	.56	2.22
1150	47.76119	.67	4
1360	95.555555	.45	3.41
830	26.78571	.56	2.22
1020	76.36364	.55	2.54
880	35.82089	.67	2.29
900	29.54546	.44	2.62
930	71.42857	.56	1.88
830	46.42857	.56	2.12
1090	91.071428	.56	3.77
1130	91.489362	.47	3.56
970	88.0597	.67	2.83
1110	85.38961	3.08	2.75
1110	51.94805	3.08	2.65
750	62.46057	3.17	1.73
930	72.5552	3.17	2.3
1020	74.35065	3.08	2.94
1070	91.525424	2.95	2.87
940	80.7571	3.17	2.71
1230	59.32203	2.95	2.23
1110	91.48265	3.17	3.42
1040	31.52542	2.95	1.8
